hypothesis_id,family,mechanism,direction,venue,historical_period,data_tier,current_status,evidence_level,tested_translation,authoritative_root,superseded_roots,event_count_if_known,mechanism_conclusion,preserved_component,same_sample_actions_forbidden,historically_testable_now,capture_required,protected_data_restriction,priority,next_action,source_provenance
H37,Session / Calendar / Flow,fade late- weekend abnormal moves that are not confirmed by Monday institutional participation.,both.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,weekend effect literature and volume patterns. 79 | calendar anomalies in crypto are unstable across samples. 80,Sunday-night to Monday mean reversion,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: medium-high.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 38; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H38,Session / Calendar / Flow,trade cautious short bias or reduced size near month/quarter end when cross-asset risk management intensifies.,overlay or short bias.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,increasing crypto–TradFi spillovers. 81 | crypto-specific calendar effects frequently fail to persist. 82,Month-end and quarter-end de-risking,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: high.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 39; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H39,Liquidation / OI / Derivatives state,"after a major positive protocol event, the best entry is often the first higher low / base breakout, not the headline candle.",long.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,crypto event studies and underreaction logic. 83 | event classification is subjective and sample sizes can be thin. 84 18,Post-upgrade or protocol-event base continuation,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: medium.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 40; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H40,Catalyst / Lifecycle / Event,short when a seemingly bullish catalyst cannot hold its initial repricing.,short.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,crypto event studies with mixed reactions. 85 | event tagging and hindsight bias are serious risks. 84,Failed catalyst short,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: medium.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 41; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H41,Catalyst / Lifecycle / Event,a major repricing day caused by real information can seed a multi-day trend if the move is defended.,"both, mostly long.",Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,episodic-pivot practitioner logic plus crypto event studies. 86 | anecdotal practitioner setups can overfit if catalyst quality is not tightly defined. 87,Episodic pivot translation to crypto,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: medium.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",4,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 42; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H42,Catalyst / Lifecycle / Event,separate the information day from the tradable day; buy the first clean base after the catalyst candle.,long.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,event studies and breakout-base logic. 88 | event windows vary a lot across catalysts. 84,Post-catalyst base breakout,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: medium.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 43; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H43,Sector / Lead-lag / Relative strength,use recent BTC return/ impulse to predict alt-beta continuation over the next 1–4 hours.,both.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,cross-crypto return predictability. 89 | lead-lag strength is state-dependent and can vanish in stress. 90,BTC leads alt-beta within hours,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: medium.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 44; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H44,Liquidation / OI / Derivatives state,ETH moves lead DeFi/ L2/performance-beta coins over short horizons.,both.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,microstructure lead-lag among related instruments and cross-crypto predictability. 91 | theme membership and narrative labels are fluid. 92,ETH leads DeFi and L2 basket,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: PIT sector membership must be reconstructed; source claim: low- medium.,no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 45; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H45,Sector / Lead-lag / Relative strength,buy the theme leader or basket when several associated perps break above short-term highs together.,long.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,"industry information effect, cross- crypto predictability, and observed narrative rotations. 93 | narrative research is less rigorous than the momentum/funding literature. 92",Sector ignition breadth thrust,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: low.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",4,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 46; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H46,Sector / Lead-lag / Relative strength,short laggards or sector basket when theme breadth peaks but leaders stop advancing.,short.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,"cross-asset industry effects and cross- 21 crypto spillovers. 94 | direct academic evidence for crypto theme exhaustion is thin. 92 Lifecycle, venue and portfolio overlay hypotheses",Sector exhaustion fade,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: PIT sector membership must be reconstructed; source claim: low.,no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 47; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H47,Catalyst / Lifecycle / Event,short newly launched perp contracts after the initial launch pump if price cannot hold the first impulse.,short.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; needs_capture_substitute; source status=Branch X listing/VWAP-loss alive only via capture or event study; Kraken likely lower density,generator/support prior; level_7_execution_depth_or_live_capture_evidence,Branch X listing/VWAP-loss alive only via capture or event study; Kraken likely lower density,not_authoritative; use current family registry and machine run records,,,"listing abnormal returns, new-perp launch frequency, pump-and-dump dynamics. 95 | some launches trend for days if the listing truly expands access. 96",Perp-launch day pump fade,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: PIT lifecycle/status closure unresolved; source claim: not suitable.,no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Candidate-library; no historical validation without capture,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 48; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H48,Catalyst / Lifecycle / Event,"in some low-float names, perp launch plus thin spot supply creates continuation rather than fade.",long.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,launch-cycle commentary and small-cap insider pump risks. 97 | pump-and-dump evidence in crypto is strong and reversals are common. 98 22,Perp launch with spot scarcity continuation,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: not suitable.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 49; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H49,Catalyst / Lifecycle / Event,"after a blow-off launch move, the first decisive red day can trigger multi-day unwind.",short.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Launch mania short related to Branch X; execution-sensitive,generator/support prior; level_1_generator_support to level_3_event_ledger,Launch mania short related to Branch X; execution-sensitive,not_authoritative; use current family registry and machine run records,,,launch and pump-dump dynamics. 99 | launch cohorts are small and heterogeneous. 100,First red day after launch mania,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: not suitable.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",4,Candidate-library; capture or discard current translation,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 50; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H50,Catalyst / Lifecycle / Event,"trade the pre-settlement drift into known delisting or forced settlement, usually with short bias or flattening overlay.",short or overlay.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,official delisting mechanics and forced settlement language. 101 | liquidity can vanish before you can monetize the signal. 102,Delisting and forced-settlement drift,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: PIT lifecycle/status closure unresolved; source claim: medium if listed there; otherwise not suitable.,no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",4,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 51; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H51,Liquidation / OI / Derivatives state,exploit dislocations around contract removal for token rebrands/migrations.,both.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,recent rebrand-related delisting notices. 103 | sample size is small and operational details vary a lot. 104,Rebranding and migration settlement distortion,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical index/spot not acquired; source claim: low-medium.,no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 52; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H52,Liquid continuation / Momentum,buy extreme down-day overshoots in small/mid-cap perps only after reclaim confirmation.,long.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 2.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,reversal evidence and alt liquidity-stress asymmetry. 105 | small-token pump-and-dump behavior is pervasive. 98,Small-cap overshoot reversal,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical interactability/fill series not acquired; source claim: low.,yes.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",4,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 53; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H53,Liquidation / OI / Derivatives state,"either ride or avoid names where thin float, rising OI, and fragile depth can produce violent squeezes.",both or overlay.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 2.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,low-float perp squeeze commentary and alt liquidity drawdowns. 106 | the same structure can simply be manipulation. 98,Low-float squeeze detector,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical OI/positioning not acquired; historical interactability/fill series not acquired; source claim: low.,yes.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 54; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H54,Funding / Basis / Crowding,"some venues systematically run richer or cheaper because of user mix, margin rules, or risk controls; use that to adjust entries or express relative-value trades.",overlay.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,funding market-structure research and official rule heterogeneity. 107 | exchange policies can change quickly. 108,Exchange-specific premium anchoring,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: exact funding covers only 2025-06-26 onward, not the full rankable window; source claim: medium.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",4,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 55; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H55,Sector / Lead-lag / Relative strength,use the faster venue’s move to time entries on the slower venue in the same instrument.,both.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 3.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,"lead-lag microstructure research. 109 | requires operational sharpness, and capacity is tiny. 110",Cross-venue leader-follower execution arb lite,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: low-medium.",yes.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 56; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H56,Liquid continuation / Momentum,enable breakout systems only when spread and depth are healthy; disable or reverse expectations when liquidity deteriorates.,overlay.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 2.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,alt liquidity stress and microstructure predictive power. 111 | historical spread proxies from bars can be noisy. 110,Spread and liquidity regime switch filter,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical interactability/fill series not acquired; source claim: high for live use, medium for historical unless captured.",yes for historical depth filter.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 57; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H57,Other / Candidate-library,"trade dislocations caused by exchange service interruption, trading pause, or venue-specific restrictions once service resumes.",both.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 2.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,exchange interruption research and official status/rules. 112 | outages are rare and operationally messy. 113,Exchange outage or resume dislocation,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: medium.",yes.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",1,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 58; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H58,Liquidation / OI / Derivatives state,"when a theme ignites on broader alt venues but the exact coin is unavailable on Kraken, trade the closest liquid proxy on Kraken.","both, mostly long.",Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; candidate_library_only; source status=Not yet directly tested under clean contracts; candidate-library hypothesis,generator/support prior; level_1_generator_support to level_3_event_ledger,Not yet directly tested under clean contracts; candidate-library hypothesis,not_authoritative; use current family registry and machine run records,,,cross-crypto spillovers. 114 | relationship may be loose and unstable. 25,Alt-venue launch spillover to Kraken proxy,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: medium.",no.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Classify through Kraken K1/data-tier readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 59; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
H59,Funding / Basis / Crowding,alter gross and net exposure based on portfolio-weighted funding and OI stress.,overlay.,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1.,legacy_library_prior; feature_overlay_candidate; source status=Funding/OI stress beta throttle is overlay not standalone,generator/support prior; level_3_event_level_trade_ledger / level_4_controls if ranked,Funding/OI stress beta throttle is overlay not standalone,not_authoritative; use current family registry and machine run records,,,funding/OI context and liquidation tail events. 115 | crowding metrics differ materially across venues and intervals. 116 27,Funding and OI stress beta throttle,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical OI/positioning not acquired; exact funding covers only 2025-06-26 onward, not the full rankable window; source claim: medium.",yes on Kraken for full OI history.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Implement as risk overlay in K1 readiness,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 60; /mnt/data/RES2 Crypto Perpetual Futures Alpha Hypothesis Catalogue.pdf
